time,memory_used_mb,gpu_utilization
1784313868.6953244,6511.25,91.0
1784313868.9571629,6511.25,91.0
1784313869.2108004,6511.25,94.0
1784313869.4800203,6511.0,94.0
1784313869.745493,6511.0,96.0
1784313870.0021837,6511.0,96.0
1784313870.2684677,6511.0,69.0
1784313870.5235279,6511.0,69.0
1784313870.7735703,6511.0,68.0
1784313871.0284438,6511.0,68.0
1784313871.2885053,6511.0,95.0
1784313871.5456903,6511.0,95.0
1784313871.8027,6511.0,95.0
1784313872.0570683,6511.0,95.0
1784313872.3218637,6511.0,94.0
1784313872.5740273,6511.0,94.0
1784313872.8288586,6511.0,95.0
1784313873.080024,6511.0,95.0
1784313873.344503,6511.0,93.0
1784313873.6061099,6511.0,93.0
1784313873.863335,6511.0,93.0
1784313874.1218457,6511.0,93.0
1784313874.3845966,6510.6875,90.0
1784313874.6410692,6510.6875,90.0
1784313874.8911114,6510.6875,93.0
1784313875.1466124,6510.6875,93.0
1784313875.3968072,6510.6875,72.0
1784313875.6624734,6510.6875,72.0
1784313875.9177866,6510.6875,92.0
1784313876.1737578,6510.6875,87.0
1784313876.4389236,6510.6875,87.0
1784313876.6910615,6510.6875,75.0
1784313876.943269,6510.6875,75.0
1784313877.195675,6510.6875,76.0
1784313877.450924,6510.6875,76.0
1784313877.7011127,6510.6875,74.0
1784313877.9663875,6510.6875,74.0
1784313878.2244375,6510.6875,72.0
1784313878.489572,6510.6875,72.0
1784313878.7456548,6510.6875,80.0
1784313879.0070584,6510.6875,80.0
1784313879.2670105,6510.5625,94.0
1784313879.5188763,6510.5625,94.0
1784313879.7729034,6510.5625,95.0
1784313880.03764,6510.5625,95.0
1784313880.2908318,6510.5625,63.0
1784313880.5465617,6510.5625,63.0
1784313880.8069847,6510.5625,81.0
1784313881.0688312,6510.5625,81.0
1784313881.3244054,6510.5625,95.0
1784313881.5750859,6510.5625,95.0
1784313881.8256116,6510.5625,96.0
1784313882.0859885,6510.5625,96.0
1784313882.3394868,6510.5625,96.0
1784313882.5939808,6510.5625,96.0
1784313882.8573,6510.5625,95.0
1784313883.1076555,6510.5625,95.0
1784313883.3734086,6510.375,95.0
1784313883.6281345,6510.375,95.0
1784313883.8898547,6510.375,96.0
1784313884.1445308,6510.5,96.0
1784313884.396537,6510.5,95.0
1784313884.6520436,6510.625,95.0
1784313884.9033973,6510.625,95.0
1784313885.156826,6510.625,95.0
1784313885.421679,6510.625,92.0
1784313885.680047,6510.625,93.0
1784313885.9394593,6510.625,93.0
1784313886.2010536,6510.625,93.0
1784313886.457622,6510.625,93.0
1784313886.719276,6510.625,96.0
1784313886.9723225,6510.625,96.0
1784313887.2227104,6510.625,95.0
1784313887.474332,6510.625,95.0
1784313887.7339497,6510.625,95.0
1784313887.9854295,6510.625,95.0
1784313888.246492,6510.625,92.0
1784313888.5006664,6510.625,92.0
1784313888.7507248,6510.625,94.0
1784313889.0118442,6510.625,94.0
1784313889.2631798,6510.625,94.0
1784313889.5180883,6510.5,94.0
1784313889.7746305,6510.5,93.0
1784313890.031866,6510.5625,93.0
1784313890.295331,6510.5625,68.0
1784313890.5464735,6510.5625,68.0
1784313890.7968607,6510.5625,95.0
1784313891.060886,6510.5625,95.0
1784313891.3132253,6510.5625,95.0
1784313891.5732312,6510.5625,95.0
1784313891.8351972,6510.5625,94.0
1784313892.0967176,6510.5625,94.0
1784313892.3613982,6510.5625,92.0
1784313892.6131184,6510.5625,92.0
1784313892.8687997,6510.5625,95.0
1784313893.1336648,6510.4375,95.0
1784313893.396914,6510.3125,95.0
1784313893.6554015,6510.3125,95.0
1784313893.907382,6510.3125,95.0
1784313894.1652925,6510.3125,95.0
1784313894.4242387,6510.3125,93.0
1784313894.6761308,6510.4375,93.0
1784313894.9269004,6510.4375,93.0
1784313895.1787996,6510.4375,95.0
1784313895.435358,6510.4375,95.0
1784313895.6856773,6510.4375,69.0
1784313895.9511168,6510.4375,69.0
1784313896.212967,6510.4375,92.0
1784313896.4630716,6510.4375,92.0
1784313896.7242165,6510.4375,72.0
1784313896.9849832,6510.4375,72.0
1784313897.2401414,6510.4375,76.0
1784313897.5022604,6510.4375,76.0
1784313897.7601192,6509.6875,94.0
1784313898.0128806,6509.6875,94.0
1784313898.2677102,6509.6875,96.0
1784313898.5186114,6509.6875,96.0
1784313898.7742152,6510.375,95.0
1784313899.0387528,6510.4375,95.0
1784313899.3067827,6510.4375,94.0
1784313899.5624974,6510.4375,94.0
1784313899.8154454,6510.4375,96.0
1784313900.0732372,6510.4375,96.0
1784313900.3273437,6510.4375,93.0
1784313900.592698,6510.4375,93.0
1784313900.8463793,6510.4375,75.0
