row_id,platform,split,source_index,live_id,species,content,label,official_background,all_sequence_index,context_json,prompt_version,prompt_hash,input_hash,qwen_background_structured,raw_response,structured_object,structured_act,structured_evidence,valid_structure,validation_error,label_like_output,generation_seconds,total_generation_seconds,prompt_tokens,generated_tokens,total_duration_ns,load_duration_ns,attempts,error
douyin-train-006858,douyin,train,6858,xinjiangheti27,珠宝首饰,手上的圈戒,1,该用户可能在询问主播手上佩戴的戒指款式或材质，表达对同类商品的兴趣。,9737,"[""老郑头"", ""点开就没有"", ""@映楷妈妈[赞][捂脸]"", ""戒托是什么材质的啊?"", ""跪求一千左右手镯""]",structured_v2,c7169cbb270839a3e7cd45080774f720bb43515f2e94c2a1299cfe2740b64c15,e3ce076d171fc22d510ca9a056d16ff13c580912ccbf9acd9449bf4c1b9510b6,对象：手镯；言语行为：展示；原句证据：手上的圈戒,对象：手镯；言语行为：展示；原句证据：手上的圈戒,手镯,展示,手上的圈戒,True,,False,0.8705995000200346,0.8706015000061598,248,23,866344700,32484300,1,
douyin-train-006872,douyin,train,6872,xinjiangheti27,珠宝首饰,好多猫猫,0,该用户可能是在惊叹直播画面中出现了大量猫咪元素或商品，表达了对可爱宠物的兴趣或喜爱。,9752,"[""蜜蜡手串[捂脸][捂脸][捂脸]"", ""跪求一千左右手镯,跪求一千左右手镯,跪求一千左右手镯"", ""项链可以叠带吗?"", ""戒指上"", ""极光貔貅""]",structured_v2,00b8e28c68917f5b099cb987cea894ed5429fb8da72b7e8629e65bccbb533523,9965fb06938c0dedc74be8161eca836c8142d36d63739afec714c90ea15f0e46,对象：猫猫；言语行为：表达喜爱；原句证据：好多猫猫,对象：猫猫；言语行为：表达喜爱；原句证据：好多猫猫,猫猫,表达喜爱,好多猫猫,True,,False,0.8456616000039503,0.8456640000222251,264,23,841839700,36612800,1,
douyin-train-006904,douyin,train,6904,xinjiangheti27,珠宝首饰,支持你,0,该用户想表达的含义是：对主播的认可和鼓励，希望继续支持其直播内容或商品推荐。,9799,"[""不服就干他"", ""老郑变成老头了"", ""那个人两天没播了"", ""戒止还上吗"", ""戒指戒指再上""]",structured_v2,5f2895c1b1f6185fba7b3a8ddb611b7bb284c62417c68ce38a62b2241bd96b0d,808200fedb5a3220c3c2721006b4649886b5935121aacb955eeda0b52879a702,对象：主播；言语行为：支持；原句证据：支持你,对象：主播；言语行为：支持；原句证据：支持你,主播,支持,支持你,True,,False,0.7272002999961842,0.7272025000129361,242,20,723844500,33178400,1,
douyin-train-006928,douyin,train,6928,xinjiangheti27,珠宝首饰,高端项链,1,该用户可能在询问或暗示对直播间即将展示的高端项链产品感兴趣。,9832,"[""有烟兜没"", ""玉帝威武"", ""郑总手上的戒圈"", ""手上手串"", ""郑总,多宝""]",structured_v2,c89e3c2852cdcd78c67103270da1b7aab753ac8b7d664355515683f87a127664,fe1ed4dcfaecf59d34b1e1a2e7fd9308f742d6e090aee4c709068f7952240c40,对象：项链；言语行为：称赞；原句证据：高端项链,对象：项链；言语行为：称赞；原句证据：高端项链,项链,称赞,高端项链,True,,False,0.7324726000078954,0.7324752999993507,241,20,729386200,32501700,1,
douyin-train-006946,douyin,train,6946,xinjiangheti27,珠宝首饰,老郑大气,0,该用户想表达的含义是：称赞主播慷慨大方或展现了豪爽的带货风格。  （结合前文语境，直播间的弹幕主要集中在催货品展示、关心主播状态、互动调侃等，而“老郑大气”可能是对主播的福利发放、优惠力度或表现出的爽快性格的即时反馈。）,9855,"[""郑总,注意身体,我看你磕膏药"", ""支持郑叔让我们见到真正的玉石"", ""他还有脸回来吗[捂脸][捂脸][捂脸]"", ""戒指没了吗"", ""瓷蓝猫眼手串有吗?瓷蓝猫眼手串有吗?碧玉瓷蓝猫眼手串有吗?""]",structured_v2,2319b5997e40c809dc7ecd9314115e002c4ab247315a2bea678447d949f30d20,de5d80ac2672660b1775644391c8dbad31d1de06b3329d07ae60d9caa4abf2d7,对象：老郑；言语行为：称赞；原句证据：老郑大气,对象：老郑；言语行为：称赞；原句证据：老郑大气,老郑,称赞,老郑大气,True,,False,0.8231044999847654,0.8231066000007559,283,22,819164800,30951600,1,
douyin-train-006976,douyin,train,6976,xinjiangheti27,珠宝首饰,太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],1,该用户被直播展示的商品外观深深吸引，通过夸张的赞美表情符号强烈表达对产品颜值的喜爱和惊叹。,9895,"[""老郑手上的戒指"", ""看出来了"", ""威震八方[赞]"", ""见识了"", ""大炸一个""]",structured_v2,ef1ddb4155c6b429bc00c58b364d68880f7e574455c697055242119e996b8771,d76c14756f3b9a66f7154242ff17b56a121af955552bb0056fbd8126e438297f,对象：直播内容；言语行为：赞美；原句证据：太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],对象：直播内容；言语行为：赞美；原句证据：太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],直播内容,赞美,太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],True,,False,1.580430800007889,1.5804332999978215,260,45,1576319900,33892000,1,
douyin-train-007097,douyin,train,7097,xinjiangheti27,珠宝首饰,男士无事牌,1,该用户想表达的含义是：询问直播间是否有适合男性佩戴的无事牌款式。  （结合前文弹幕中频繁出现的珠宝品类询问（如手镯、挂坠、扳指等）以及颜色、材质的偏好，可推断用户是在主动寻求特定商品信息，且语境偏向玉石文玩类直播，因此“男士无事牌”更可能是明确的需求表达而非单纯感叹。）,10064,"[""老郑最值得信赖[赞]"", ""说得太对了"", ""有二三百的挂坠吗"", ""说的太好了"", ""大实话啊""]",structured_v2,3755a80c7163deb26d4469ede2dd2a59e6b93e50c9bc48cca685d0861daf2707,03a1e5652d6812b119b1854f113262a4484f48b784ffe95551814a4300dc5074,对象：无事牌；言语行为：询问；原句证据：男士无事牌,对象：无事牌；言语行为：询问；原句证据：男士无事牌,无事牌,询问,男士无事牌,True,,False,0.8566279000078794,0.8566304999985732,247,24,853930200,32521400,1,
douyin-train-007100,douyin,train,7100,xinjiangheti27,珠宝首饰,收藏级无事牌,1,该用户想表达的是对高端收藏类玉牌（无事牌）的购买兴趣或询价意向。,10068,"[""大实话啊"", ""男士无事牌"", ""上点你手的戒圈郑总"", ""老郑实在[赞][赞][赞][赞]"", ""好的谢谢郑总""]",structured_v2,b1ad676891bd6b0e47d1ab36e2bf6d004b9e975aa592add9ae8c145f0d0c37e2,b60264023d450094fc97ac8abd91dc9aaa6e6a56c49409403f178b48198c622b,对象：无事牌；言语行为：称赞；原句证据：收藏级无事牌,对象：无事牌；言语行为：称赞；原句证据：收藏级无事牌,无事牌,称赞,收藏级无事牌,True,,False,0.8921040999994148,0.8921064999885857,254,25,888482900,34537400,1,
douyin-train-007129,douyin,train,7129,xinjiangheti27,珠宝首饰,"跪求一千左右绿色手镯,跪求一千左右绿色手镯求求郑总",1,"该用户急切希望主播推荐一款价格在千元左右的绿色手镯，并直接向负责人""郑总""发出强烈购买请求，暗示对特定品类和价位有明确需求且信任主播方的选品能力。",10106,"[""没有大圈口吗"", ""没圈扣"", ""沙枣青有吗"", ""大圈口"", ""蜜蜡手串有吗[玫瑰][玫瑰][玫瑰]郑总""]",structured_v2,a5a641beae7b65b76c2e6adf80c09d85071430df6ae77c6571db33145ab3cd9e,bbc6637a84eb93006f093055aa09912922212fa0f111df8bce848cc687bf66f5,"对象：郑总；言语行为：请求；原句证据：跪求一千左右绿色手镯,跪求一千左右绿色手镯求求郑总","对象：郑总；言语行为：请求；原句证据：跪求一千左右绿色手镯,跪求一千左右绿色手镯求求郑总",郑总,请求,"跪求一千左右绿色手镯,跪求一千左右绿色手镯求求郑总",True,,False,1.3116743999999017,1.3116764000151306,267,38,1308028900,33374900,1,
douyin-train-007146,douyin,train,7146,xinjiangheti27,珠宝首饰,哼哈二将,0,该用户可能是在调侃主播或直播间的氛围，用“哼哈二将”比喻直播间里活跃的两位核心人物（如主播和助手）或频繁互动的观众，暗指他们配合默契或存在感强烈。,10128,"[""有蜜蜡大大吊坠"", ""怎么鉴别"", ""无事牌没抢到"", ""学习了[比心]老郑哥[比心]"", ""开水锅煮的[捂脸]""]",structured_v2,50d4eb81245eae314c90e3ef454a7d321bb75fdcc1748ae3ce5ff6a0b32ecdfc,aeae4cbf7f682c14c601b2a47c7fc08f97ea2edda7e69f5edd19a3173039c2b4,对象：哼哈二将；言语行为：提及；原句证据：哼哈二将,对象：哼哈二将；言语行为：提及；原句证据：哼哈二将,哼哈二将,提及,哼哈二将,True,,False,0.8535870999912731,0.8535892000072636,254,25,849749400,38211900,1,
douyin-train-007162,douyin,train,7162,elslk001,美食饮料,没有了,1,该用户想表达的含义是：商品已经卖完了或库存没有了。,10147,"[""味道好,但有异味"", ""克洛文兄弟把好东西带进中国品质保证你会发大财"", ""收到了,好吃"", ""中文说得很流利[赞][赞]"", ""中文厉害!刚收到刚吃了各2粒""]",structured_v2,32ba376d64e3944581e7fe6e054fa35a720559d3dcd1a3dbaac65005516a399a,118482944e4de7835272051043bb18a668edaabd6e1379a7c7fe85c50b19c549,对象：未指明；言语行为：结束；原句证据：没有了,对象：未指明；言语行为：结束；原句证据：没有了,未指明,结束,没有了,True,,False,0.7934603999892715,0.793462500005262,263,22,789324100,40786400,1,
douyin-train-007164,douyin,train,7164,elslk001,美食饮料,真抢得到福袋吗[捂脸],0,该用户对能否成功抢到直播间的福袋表示怀疑和调侃。,10150,"[""中文说得很流利[赞][赞]"", ""中文厉害!刚收到刚吃了各2粒"", ""没有了"", ""好好想想吧,俄罗斯他是巧克力的产地吗?巧克力主要原材料是可可可可,生长在热带"", ""独立包装加分""]",structured_v2,f029fa7a97a257560fc3386f748389799016726e44cda387f1332e1bb5e62198,b4fc45cd58eda02ec436cdd725f6422e80562f1f2a5b31005fdf03a94c8b8cca,对象：福袋；言语行为：质疑；原句证据：真抢得到福袋吗,对象：福袋；言语行为：质疑；原句证据：真抢得到福袋吗,福袋,质疑,真抢得到福袋吗,True,,False,0.9179598999908194,0.9179621000075713,273,25,898744200,32907300,1,
douyin-train-007167,douyin,train,7167,elslk001,美食饮料,2号链接的糖可以给孩子吃吗?,1,该用户是在询问2号链接的糖果是否适合儿童食用，表现出对产品安全性和适用年龄的关切。,10153,"[""好好想想吧,俄罗斯他是巧克力的产地吗?巧克力主要原材料是可可可可,生长在热带"", ""独立包装加分"", ""真抢得到福袋吗[捂脸]"", ""孕妇能不能吃[捂脸]"", ""能不能送我一颗尝尝[看][看]""]",structured_v2,afc3b75e649b4823a6854c45d835ef532a3c289cf4a7508d9be688a60867d967,f6d2acfc8d5d31bcb33f4871e72c38f20c96c7e9552df0296a1c1253f05b5071,对象：孩子；言语行为：询问；原句证据：2号链接的糖可以给孩子吃吗?,对象：孩子；言语行为：询问；原句证据：2号链接的糖可以给孩子吃吗?,孩子,询问,2号链接的糖可以给孩子吃吗?,True,,False,0.9903854000149295,0.9903873000002932,277,28,986644600,25782900,1,
douyin-train-007196,douyin,train,7196,elslk001,美食饮料,是可可脂?还是代可可脂?[惊呆][惊呆][惊呆],1,该用户对产品成分的真实性存疑，担心商家使用代可可脂冒充可可脂，通过重复表情符号强调自己的震惊和不满情绪。,10185,"[""在哪直播"", ""俄罗斯不产可可吧"", ""这真是俄罗斯的吗?"", ""我头两天拍的饼干是去年7月份生产的,是没过期感觉挺别扭的"", ""你的中文[赞][赞][赞]""]",structured_v2,f407ae3018e3dac30ea6289615e839dce60a22fb93aa03ba2264548ed8b831bd,299c68f93fecc2fcce862905ba85b7ecece66ee2c7523f317d2479ed8947a49e,对象：可可脂；言语行为：询问；原句证据：是可可脂?还是代可可脂?,对象：可可脂；言语行为：询问；原句证据：是可可脂?还是代可可脂?,可可脂,询问,是可可脂?还是代可可脂?,True,,False,1.1199426999955904,1.119944600010058,278,31,1117254600,36320800,1,
douyin-train-007204,douyin,train,7204,elslk001,美食饮料,喜欢酱油和面粉,1,该用户可能对直播中提到的酱油和面粉产品产生了兴趣，暗示有意向购买这两样商品。,10194,"[""在哪发货"", ""主播你的介绍很好我已下了4单"", ""俄罗斯火腿有吗"", ""14号"", ""紫皮糖""]",structured_v2,f05be8ad1797010a72a5795433e1e98991364da148dfb8d0ec00ab31618fb076,c562fef2e7eb9411a64e70018751299c294e37d0cb356ed66c7aba71d47e6867,对象：未指明；言语行为：表达喜好；原句证据：喜欢酱油和面粉,对象：未指明；言语行为：表达喜好；原句证据：喜欢酱油和面粉,未指明,表达喜好,喜欢酱油和面粉,True,,False,0.9290311000077054,0.9290330999938305,243,25,925786000,27880800,1,
douyin-train-007229,douyin,train,7229,elslk001,美食饮料,"包装啥样,是中文吗",1,该用户是在询问产品包装的语言版本，担心进口商品没有中文标识而影响使用体验。,10233,"[""都是进口的吗拍了几个款[比心][比心][比心]"", ""巳拍2单"", ""推歀巧克力"", ""太漂亮了!中文说的真棒![玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]"", ""有AK不[呲牙][呲牙][呲牙]""]",structured_v2,4993aa629ef0c2ab912e7549cc00fc2ea847107dce802791e1ffe1dd2bc8e5fb,0e05eb217a6cc793242c0cc336c5c71c13c7b659709548ba3b12a897be42f880,"对象：产品；言语行为：询问；原句证据：包装啥样,是中文吗","对象：产品；言语行为：询问；原句证据：包装啥样,是中文吗",产品,询问,"包装啥样,是中文吗",True,,False,0.9096379999828059,0.9096400999987964,282,25,906894300,36662100,1,
douyin-train-007267,douyin,train,7267,elslk001,美食饮料,主播能不能卖俄罗斯荞麦汁?,1,该用户想表达的含义是：询问主播是否会上架俄罗斯荞麦汁这款产品，表现出对该商品的购买兴趣。,10280,"[""有提拉米苏"", ""血糖高可以吃吗"", ""农业没有对手???"", ""俄罗斯有没有抽脂技术"", ""卖点紫金呀""]",structured_v2,98dcfadc7b9e71b46e054138909f7c198486b47a25a21a783fc3ee59c9b6399b,7cbbeef33b0eb4e81db7fb4540a0b2a2adc8144383e6d2afe67491318ee1b99c,对象：俄罗斯荞麦汁；言语行为：询问；原句证据：主播能不能卖俄罗斯荞麦汁?,对象：俄罗斯荞麦汁；言语行为：询问；原句证据：主播能不能卖俄罗斯荞麦汁?,俄罗斯荞麦汁,询问,主播能不能卖俄罗斯荞麦汁?,True,,False,1.0199888999923132,1.0199909999791998,248,29,1016674600,28784900,1,
douyin-train-007289,douyin,train,7289,elslk001,美食饮料,流心巧克力,1,该用户可能是在询问或感叹直播中展示的巧克力产品具有流心内馅的特点。,10312,"[""好像整个欧洲都种不了可可豆吧,但是人家吃巧克力啊,他们应该是世界上最大的可可豆进口国"", ""巧克力好"", ""普通话还牛的很"", ""这是啥"", ""无糖威化""]",structured_v2,b1ff10eb7df98c73020ca9a3c6f12e9fced7240162fe8916c260cb96707aa637,0138f5e4738eb11b81cedd199226ee40c2c3a5895715bd34cbcbfeebca1769c9,对象：巧克力；言语行为：推荐；原句证据：流心巧克力,对象：巧克力；言语行为：推荐；原句证据：流心巧克力,巧克力,推荐,流心巧克力,True,,False,0.7915573999925982,0.7915600000123959,259,21,787514600,32043300,1,
douyin-train-007342,douyin,train,7342,elslk001,美食饮料,你家的东西卖的贵啊!,0,该用户可能是在对比价格后觉得商品性价比不高，委婉表达对定价的质疑或希望获得优惠。,10399,"[""换短袖吧主播"", ""你是不是中国人戴了面具"", ""主播那里人"", ""是不是代可可"", ""好吃吗?[赞]""]",structured_v2,4c0719ee996c67db38dc9f1a5c6b55170026e493a816e9f0efece00649f09652,1360e6f55abb681c31e8d5bb969c657b0ddf28df61cdac8af3d7812f8de24d09,对象：主播；言语行为：抱怨；原句证据：你家的东西卖的贵啊!,对象：主播；言语行为：抱怨；原句证据：你家的东西卖的贵啊!,主播,抱怨,你家的东西卖的贵啊!,True,,False,0.9304987999785226,0.9305004999914672,246,26,927527300,32548500,1,
douyin-train-007345,douyin,train,7345,elslk001,美食饮料,普通话这么好的吗,0,该用户可能是对主播流利的中文表达感到意外和赞赏，暗示主播的语言能力超出了预期。,10402,"[""是不是代可可"", ""好吃吗?[赞]"", ""你家的东西卖的贵啊!"", ""弄点咖啡啥的"", ""有奶粉吗""]",structured_v2,c6ed01a398278f0a84e61d63a5c389bab6ce7c754d987e3229188b8946aa8c7e,98a54c900ed1401255024f75232182a66d3865cfe4ddb4cad7d121e383019d39,对象：主播；言语行为：质疑；原句证据：普通话这么好的吗,对象：主播；言语行为：质疑；原句证据：普通话这么好的吗,主播,质疑,普通话这么好的吗,True,,False,0.7740237999823876,0.7740260999999009,244,22,771337600,28005900,1,
douyin-train-007351,douyin,train,7351,elslk001,美食饮料,水果软糖,1,该用户可能是在询问直播间是否有水果软糖这款产品，并对其产生购买兴趣。,10409,"[""带货文化"", ""你卖货怎么不试吃"", ""别下播了哈哈哈"", ""有无糖的产品吗"", ""下班太早了""]",structured_v2,7045a14e91e047b3af74030d635f8c23db50dd03da108ca70a41aea050196dbc,f1ef663f7f381d7ac81577d38fdea5922a8cb7296fc529fd5fa0bcb7963f0c2f,对象：水果软糖；言语行为：询问；原句证据：水果软糖,对象：水果软糖；言语行为：询问；原句证据：水果软糖,水果软糖,询问,水果软糖,True,,False,0.7565718999831006,0.7565742000006139,244,23,752023600,34513500,1,
douyin-train-007352,douyin,train,7352,elslk001,美食饮料,这么多人不下,0,该用户可能是在催促主播不要急着下播或下架商品，希望继续展示更多产品。,10410,"[""你卖货怎么不试吃"", ""别下播了哈哈哈"", ""有无糖的产品吗"", ""下班太早了"", ""水果软糖""]",structured_v2,460d7633ee6f7a2ec0394cbb0b1fcb0204c1403cf25c455c3faaa473135fdeac,9d76f0582974c0f0cce62553182acbbc45d0f4c892a83c86c55397df473005f9,对象：主播；言语行为：催促；原句证据：这么多人不下,对象：主播；言语行为：催促；原句证据：这么多人不下,主播,催促,这么多人不下,True,,False,0.7961217999982182,0.7961247999919578,244,22,792157500,31887600,1,
douyin-train-007353,douyin,train,7353,elslk001,美食饮料,有海产品吗?,1,该用户是在询问直播间是否有售卖海鲜类商品，表现出对特定品类商品的购买兴趣。,10412,"[""有无糖的产品吗"", ""下班太早了"", ""水果软糖"", ""这么多人不下"", ""希望别失望,以前在别的直播买奶粉,水水的很淡!!""]",structured_v2,47783cd4d5c16225ae455838a1f1a186023f7c0668c59690c2c5623841e41e1e,56c7a3895d29fbce87d37628f04bf69c8addae170fc38b80c7339af200593593,对象：海产品；言语行为：询问；原句证据：有海产品吗?,对象：海产品；言语行为：询问；原句证据：有海产品吗?,海产品,询问,有海产品吗?,True,,False,0.8899410000012722,0.8899431999889202,252,24,886661200,31146000,1,
douyin-train-007367,douyin,train,7367,Jing1000086,服饰鞋履,短皮衣短皮衣短皮衣,1,该用户急切希望主播尽快展示或介绍短款皮衣这款商品。,10433,"[""短皮衣"", ""防晒霜今晚上不"", ""刚才不破洞牛仔裤"", ""先上美背,要洗澡了[捂脸]"", ""上衣没有小个小版吗""]",structured_v2,d62225e0bcfb28500214bd5e2aceed16d90589a9e091d7672d33b5e0cfc9fa72,42a4055a4741f1c8c507cbff7622ac70d2d13173ab3b66452b7a7f0b9d0b7eb2,对象：短皮衣；言语行为：重复提及；原句证据：短皮衣短皮衣短皮衣,对象：短皮衣；言语行为：重复提及；原句证据：短皮衣短皮衣短皮衣,短皮衣,重复提及,短皮衣短皮衣短皮衣,True,,False,1.0603395999933127,1.060342100012349,259,30,1056473900,30684300,1,
douyin-train-007378,douyin,train,7378,Jing1000086,服饰鞋履,上衣没有,1,该用户想表达的含义是：当前展示的上衣款式或尺码不符合自己的需求，希望主播能补充其他选择。,10446,"[""美背发福利[比心][比心]"", ""有没有短裤"", ""身上的牛仔裤有弹力吗"", ""矮个子上衣加一点"", ""好好看裤子""]",structured_v2,dbe6910749bda00b5b5f8de109497bd97680a8934da34b63a31fd20c1517a66a,2e7038bc32fb0930eb9e431c136a7b11ebc7f69290e7fe7ccea646f6aa341e3b,对象：上衣；言语行为：否定；原句证据：上衣没有,对象：上衣；言语行为：否定；原句证据：上衣没有,上衣,否定,上衣没有,True,,False,0.8304349999816623,0.8304372999991756,252,22,827378900,34990600,1,
douyin-train-007391,douyin,train,7391,Jing1000086,服饰鞋履,破洞的还上吗?,1,该用户是在询问之前展示过的破洞款式商品是否会再次补货或上架。,10464,"[""有弹力吗"", ""碎花连衣裙有吗"", ""裤子是高腰吗"", ""有没有小个子穿的裤子?????"", ""能搭配黄色短袖不""]",structured_v2,5c32f979501c74de4390cc195855423713ccde9fa16f3cca078b4511476b172c,2a295b04cb94db6d76444aa76ece1a41cac9d17a1f4ac978124feb70ab24f3a1,对象：裤子；言语行为：询问；原句证据：破洞的还上吗?,对象：裤子；言语行为：询问；原句证据：破洞的还上吗?,裤子,询问,破洞的还上吗?,True,,False,0.9433516999997664,0.9433537000149954,253,25,929042400,32010000,1,
douyin-train-007399,douyin,train,7399,Jing1000086,服饰鞋履,短皮衣短皮衣短皮衣短皮衣短皮衣短皮衣,1,该用户可能是在强烈询问或催促主播展示/介绍短皮衣款式，表达对该单品的高度兴趣或购买意向。,10476,"[""胖子能穿这裤子吗"", ""身高1米5的能穿吗?"", ""夏款吗"", ""内搭吊带"", ""上衣没有,怎么下单""]",structured_v2,b5c2fda314cae6898d90cc200947a56258b6ae16d5b80232d286c249c8f3ec18,9653b633f0a56d8151ee5345fef8bfd9a7cfc77f62a34b421411978a400f75a8,对象：短皮衣；言语行为：重复强调；原句证据：短皮衣短皮衣短皮衣短皮衣短皮衣短皮衣,对象：短皮衣；言语行为：重复强调；原句证据：短皮衣短皮衣短皮衣短皮衣短皮衣短皮衣,短皮衣,重复强调,短皮衣短皮衣短皮衣短皮衣短皮衣短皮衣,True,,False,1.3573902000207454,1.357392300007632,262,39,1353428100,25824100,1,
douyin-train-007424,douyin,train,7424,Jing1000086,服饰鞋履,没有了,0,该用户想表达的含义是：小个子款式的衣服已经售罄了。,10509,"[""黄色短袖能不能再上一波"", ""矮个子的太长"", ""短皮衣短皮衣短皮衣短皮衣"", ""上衣穿的什么长度"", ""小个子衣服没有了""]",structured_v2,30dc43a368a09773a529654326823b508e5d5958f56608c153f98c24c560519a,a8b008ffecea3e9d2ef219f55848c4e5f3d1ffbcfcc86f598fcf95a9c8e41237,对象：小个子；言语行为：告知；原句证据：没有了,对象：小个子；言语行为：告知；原句证据：没有了,小个子,告知,没有了,True,,False,0.8078766000107862,0.8078787999984343,256,22,804400200,31154000,1,
douyin-train-007486,douyin,train,7486,Jing1000086,服饰鞋履,裤子没拍到,0,该用户想表达的是因库存不足或手速慢而未能成功购买到心仪的裤子。,10598,"[""没拍到裤子"", ""裤子小个子版没了"", ""裤子没买到"", ""小个子没码了"", ""裤子没有抢到,矮个子版的没有了""]",structured_v2,3c934df0e6c366706fc1a1d7929bf7857803e9a423a6ffa209b9b25d4efd915e,c00868e0be38eda53ed28eef6b214a61e6a05ff80e636bb228e4e7c4beea0b0d,对象：裤子；言语行为：询问；原句证据：裤子没拍到,对象：裤子；言语行为：询问；原句证据：裤子没拍到,裤子,询问,裤子没拍到,True,,False,0.7965166000067256,0.7965185000211932,252,22,793284400,33593100,1,
douyin-train-007488,douyin,train,7488,Jing1000086,服饰鞋履,看看身上这裤子,1,该用户想表达的含义是：让主播展示或介绍当前穿着的裤子款式。,10601,"[""小个子没码了"", ""裤子没有抢到,矮个子版的没有了"", ""裤子没拍到"", ""屁股大的能穿不!"", ""小个子没有了""]",structured_v2,0d7fd83ddb5ba055ffbfa5998aaf32b421fdee1303a30d24986d2f57caeebe03,cfbbb77ecb3b03a5a5009fea42b610a6c076f48a287d86a61d78ec5e872f142e,对象：裤子；言语行为：查看；原句证据：看看身上这裤子,对象：裤子；言语行为：查看；原句证据：看看身上这裤子,裤子,查看,看看身上这裤子,True,,False,0.7767270999902394,0.7767290000047069,253,22,774133500,21977700,1,
douyin-train-007514,douyin,train,7514,Jing1000086,服饰鞋履,短皮衣,1,该用户可能在询问主播是否有短款皮衣这款商品，或是想了解短皮衣的相关信息。,10640,"[""裤子上点没抢到"", ""衣服没有了"", ""裤子在上一下"", ""衣服变形不变"", ""看看你的鞋子呢[呲牙]""]",structured_v2,ae1025d7644ce18dbae4cb06420bea2e4d272fbe2e8ea22bb144930b9bbee5b6,4a18e099a5d8abc39f764ac4592673d7265659a04884c6ea4dab0d2d8c140f8b,对象：短皮衣；言语行为：询问；原句证据：短皮衣,对象：短皮衣；言语行为：询问；原句证据：短皮衣,短皮衣,询问,短皮衣,True,,False,0.7484441999986302,0.7484461000130977,243,23,744964200,39500500,1,
douyin-train-007515,douyin,train,7515,Jing1000086,服饰鞋履,裤子上一下,0,该用户是在催促主播重新上架或补货裤子款式。,10642,"[""裤子在上一下"", ""衣服变形不变"", ""看看你的鞋子呢[呲牙]"", ""短皮衣"", ""身上腰带""]",structured_v2,0328892299f5053ebdc07d5beda49d1f0189aa218054efb1819557f5dcc7937b,37e062b93b3325c9494bf088612fc1805f22bbb4cbec3ce562cbb55c1583652b,对象：裤子；言语行为：要求操作；原句证据：裤子上一下,对象：裤子；言语行为：要求操作；原句证据：裤子上一下,裤子,要求操作,裤子上一下,True,,False,0.7704593999951612,0.7704614000103902,240,22,766544200,34221100,1,
douyin-train-007541,douyin,train,7541,Jing1000086,服饰鞋履,小个子裤子加单,0,该用户想表达的含义是：希望商家为小个子尺寸的裤子增加库存或再次上架以便购买。,10688,"[""这件白色蕾丝背心买了到货了,质量不错[比心]"", ""小个子裤子"", ""裤子小个子没买到"", ""没有了"", ""短皮衣短皮衣短皮衣短皮衣短皮衣还""]",structured_v2,b078539ad7a5abb18888fd59b359d803c367eb5a0ca9b70fc9439974823b0989,ce34063b2ad3bd8b103894e6ba17b1b5bfb3a68d28ec483c90503629e9e20e46,对象：小个子裤子；言语行为：加单；原句证据：小个子裤子加单,对象：小个子裤子；言语行为：加单；原句证据：小个子裤子加单,小个子裤子,加单,小个子裤子加单,True,,False,1.0005002999969292,1.0005025999853387,267,28,997132000,33109300,1,
douyin-train-007546,douyin,train,7546,Jing1000086,服饰鞋履,快递太慢了,0,该用户可能因急于收到已购商品而对物流时效表达不满，暗示希望商家能优化配送服务。,10698,"[""裤子裤子裤子裤子裤子裤子裤子裤子"", ""上衣夸码怎么拍"", ""身材好穿什么都好看[爱心][爱心][爱心]"", ""裤子加下"", ""小个子裤子没有了""]",structured_v2,ad25fb920cc56d9c0ad58ad02e3327f0fcd04881c379be52e40548648e8eb3ac,0417c2ce1fa66d1d36158ba2141629ff45ecda14c168554b4fef46c3aa80341f,对象：快递；言语行为：抱怨；原句证据：快递太慢了,对象：快递；言语行为：抱怨；原句证据：快递太慢了,快递,抱怨,快递太慢了,True,,False,0.7982079999928828,0.7982100000081118,255,22,795157100,33936700,1,
douyin-train-007554,douyin,train,7554,Jing1000086,服饰鞋履,"欣姐,牛仔外套",1,该用户可能在询问主播“欣姐”身上穿的牛仔外套是否有货或相关购买信息。,10709,"[""裤子裤子没抢到"", ""个子裤子上一下小个子裤子小个子的裤子没了"", ""要背心"", ""有胸垫吗"", ""裤子没码了""]",structured_v2,3ee3ad4b3f101fc6ec324d27d9f1edfa0e2cc5ab7eccd863e2a88418b31fb8f6,e95205220d3d502b2144ac516ec06cc5b0d1e9ce9260a569d482d3aa83d7e4be,对象：欣姐；言语行为：称呼；原句证据：欣姐,对象：欣姐；言语行为：称呼；原句证据：欣姐,欣姐,称呼,欣姐,True,,False,0.7679216000251472,0.7679237999836914,254,21,764875700,25391300,1,
