time,memory_used_mb,gpu_utilization
1784311628.415015,6403.91796875,73.0
1784311628.6736884,6403.91796875,95.0
1784311628.9385834,6403.29296875,95.0
1784311629.1944215,6403.29296875,97.0
1784311629.4481037,6403.29296875,92.0
1784311629.7092853,6403.29296875,92.0
1784311629.9595933,6403.29296875,94.0
1784311630.213142,6403.29296875,94.0
1784311630.4765882,6403.29296875,71.0
1784311630.7321594,6424.29296875,71.0
1784311630.9926867,6424.29296875,70.0
1784311631.2525299,6424.29296875,70.0
1784311631.5047977,6424.29296875,76.0
1784311631.7578657,6424.85546875,76.0
1784311632.0107095,6424.85546875,84.0
1784311632.2609844,6424.85546875,84.0
1784311632.521622,6424.35546875,96.0
1784311632.7842455,6424.35546875,96.0
1784311633.0480998,6424.48046875,75.0
1784311633.2991483,6424.48046875,75.0
1784311633.5548968,6424.48046875,72.0
1784311633.8071067,6423.29296875,72.0
1784311634.0710745,6417.54296875,73.0
1784311634.3354955,6417.54296875,73.0
1784311634.5964043,6417.54296875,69.0
1784311634.849893,6401.54296875,69.0
1784311635.1006103,6401.54296875,95.0
1784311635.3543184,6401.54296875,95.0
1784311635.6160214,6402.48046875,93.0
1784311635.8705568,6402.48046875,93.0
1784311636.1206677,6402.48046875,95.0
1784311636.381785,6402.48046875,95.0
1784311636.6441019,6402.48046875,95.0
1784311636.8964348,6402.48046875,95.0
1784311637.149732,6402.48046875,93.0
1784311637.4005015,6402.48046875,93.0
1784311637.6612709,6402.54296875,95.0
1784311637.9166093,6402.54296875,95.0
1784311638.1687934,6402.54296875,95.0
1784311638.4318066,6402.54296875,95.0
1784311638.6854014,6402.54296875,92.0
1784311638.9384599,6401.85546875,92.0
1784311639.2009218,6401.85546875,91.0
1784311639.4571297,6401.85546875,75.0
1784311639.711556,6402.54296875,75.0
1784311639.9623475,6402.54296875,89.0
1784311640.2146902,6402.54296875,89.0
1784311640.470839,6402.54296875,92.0
1784311640.7329974,6402.54296875,92.0
1784311640.9850492,6402.54296875,94.0
1784311641.2464843,6402.54296875,94.0
1784311641.5092087,6402.54296875,95.0
1784311641.764961,6402.54296875,95.0
1784311642.0268538,6402.54296875,95.0
1784311642.2876775,6402.54296875,95.0
1784311642.54997,6402.54296875,94.0
1784311642.8006911,6402.54296875,94.0
1784311643.0509424,6402.54296875,96.0
1784311643.301738,6402.54296875,96.0
1784311643.5580192,6402.54296875,96.0
1784311643.819457,6402.54296875,96.0
1784311644.0812645,6402.54296875,95.0
1784311644.3420656,6402.54296875,95.0
1784311644.6045043,6402.54296875,93.0
1784311644.858055,6402.54296875,93.0
1784311645.10948,6402.54296875,90.0
1784311645.3601992,6402.54296875,90.0
1784311645.6226745,6403.54296875,93.0
1784311645.8843658,6403.54296875,93.0
1784311646.1450849,6403.54296875,95.0
1784311646.396304,6403.54296875,95.0
1784311646.6606445,6403.54296875,93.0
1784311646.9232333,6402.79296875,93.0
1784311647.183789,6402.79296875,95.0
1784311647.435937,6402.79296875,95.0
1784311647.6868281,6403.54296875,95.0
1784311647.939626,6403.54296875,95.0
1784311648.2018487,6403.54296875,95.0
1784311648.4652498,6403.54296875,93.0
1784311648.7162893,6403.54296875,93.0
1784311648.967184,6403.54296875,73.0
1784311649.2182772,6403.54296875,73.0
1784311649.481855,6403.54296875,68.0
1784311649.7429473,6404.35546875,68.0
1784311649.99486,6404.35546875,96.0
1784311650.2600644,6404.35546875,96.0
1784311650.512934,6404.35546875,95.0
1784311650.7646828,6404.35546875,95.0
1784311651.016782,6404.35546875,93.0
1784311651.2724285,6404.35546875,93.0
1784311651.5317087,6404.35546875,94.0
1784311651.7817187,6403.66796875,94.0
1784311652.0337782,6403.66796875,95.0
1784311652.293892,6403.66796875,95.0
1784311652.5468829,6403.66796875,95.0
1784311652.8082454,6404.48046875,95.0
1784311653.059839,6404.66796875,90.0
1784311653.3230395,6404.66796875,90.0
1784311653.576203,6404.66796875,95.0
1784311653.8313699,6404.66796875,95.0
1784311654.0886674,6404.66796875,95.0
1784311654.3391447,6404.66796875,95.0
1784311654.596552,6404.66796875,95.0
1784311654.8613625,6404.66796875,95.0
1784311655.1203163,6404.66796875,94.0
1784311655.3730998,6404.66796875,94.0
1784311655.6375597,6403.41796875,90.0
1784311655.8895164,6403.41796875,90.0
1784311656.143736,6403.41796875,92.0
1784311656.4035602,6403.41796875,92.0
1784311656.6666422,6403.41796875,95.0
1784311656.9204965,6403.41796875,95.0
1784311657.1729667,6404.10546875,92.0
1784311657.4231386,6404.10546875,92.0
1784311657.685462,6403.54296875,96.0
1784311657.9358683,6403.54296875,96.0
1784311658.1880865,6403.66796875,94.0
1784311658.4425213,6403.66796875,94.0
1784311658.7043438,6403.66796875,91.0
1784311658.9594996,6403.04296875,93.0
1784311659.2241857,6403.04296875,93.0
1784311659.4787202,6403.04296875,95.0
1784311659.7335489,6403.04296875,95.0
1784311659.9964566,6403.04296875,93.0
1784311660.2612948,6403.04296875,93.0
1784311660.5115013,6402.73046875,95.0
1784311660.7635152,6402.73046875,95.0
1784311661.0216563,6402.73046875,92.0
1784311661.2729952,6403.04296875,92.0
1784311661.529401,6403.04296875,95.0
1784311661.7853484,6403.29296875,95.0
1784311662.0489933,6403.29296875,96.0
1784311662.3024266,6403.29296875,96.0
1784311662.5581694,6403.29296875,76.0
1784311662.8165264,6407.29296875,76.0
1784311663.068023,6424.29296875,95.0
1784311663.3202093,6424.29296875,95.0
1784311663.585247,6424.29296875,95.0
1784311663.8394403,6424.29296875,95.0
1784311664.0970404,6423.29296875,92.0
1784311664.3608727,6420.29296875,92.0
1784311664.6124647,6420.54296875,96.0
1784311664.8674908,6420.54296875,96.0
1784311665.120199,6412.48046875,96.0
1784311665.3733087,6412.48046875,96.0
1784311665.629958,6414.29296875,96.0
1784311665.881258,6414.79296875,96.0
1784311666.1333401,6414.79296875,75.0
1784311666.3904347,6414.79296875,75.0
1784311666.6436381,6414.29296875,94.0
1784311666.8975017,6414.29296875,94.0
1784311667.1569157,6414.29296875,94.0
1784311667.409824,6414.29296875,94.0
1784311667.6618025,6414.29296875,75.0
1784311667.9187987,6414.41796875,75.0
1784311668.1763496,6414.41796875,86.0
1784311668.4269748,6414.41796875,86.0
1784311668.6847873,6414.41796875,96.0
1784311668.9493,6414.41796875,95.0
1784311669.206519,6414.41796875,95.0
1784311669.462803,6414.41796875,95.0
1784311669.7147305,6414.41796875,95.0
1784311669.9655576,6414.41796875,95.0
1784311670.221508,6414.41796875,95.0
1784311670.48571,6414.41796875,77.0
1784311670.739668,6414.41796875,77.0
1784311670.995362,6414.41796875,95.0
1784311671.2545133,6414.41796875,95.0
1784311671.5126963,6414.41796875,96.0
1784311671.7742984,6414.41796875,96.0
1784311672.0255013,6414.41796875,96.0
1784311672.280465,6414.41796875,96.0
1784311672.5316758,6413.85546875,96.0
1784311672.7896621,6413.85546875,96.0
1784311673.051897,6413.85546875,95.0
1784311673.3126392,6413.85546875,95.0
1784311673.563045,6413.85546875,96.0
1784311673.8267465,6413.85546875,96.0
1784311674.076805,6413.85546875,74.0
1784311674.3287022,6413.85546875,74.0
1784311674.5901184,6413.85546875,95.0
1784311674.8408315,6413.85546875,95.0
1784311675.0950515,6413.85546875,96.0
1784311675.3552833,6413.85546875,96.0
1784311675.613369,6414.41796875,95.0
1784311675.867768,6414.41796875,95.0
1784311676.1184497,6414.41796875,95.0
1784311676.3720763,6414.41796875,95.0
1784311676.6257606,6414.41796875,96.0
1784311676.876551,6414.41796875,96.0
1784311677.12939,6414.41796875,89.0
1784311677.385328,6414.41796875,89.0
1784311677.646847,6414.41796875,77.0
1784311677.9006813,6414.41796875,77.0
1784311678.1642435,6414.41796875,73.0
1784311678.4179027,6413.85546875,73.0
1784311678.6682465,6413.85546875,95.0
1784311678.9275293,6413.85546875,95.0
1784311679.178667,6413.85546875,92.0
1784311679.4388475,6413.85546875,92.0
1784311679.6921713,6413.85546875,95.0
1784311679.946349,6413.85546875,95.0
